date,market,symbol,close,source
1998-03-04,HANGSENG,^HSI,11350.7998,Yahoo Finance via yfinance
1998-03-04,NASDAQ,^IXIC,1759.699951,Yahoo Finance via yfinance
1998-03-04,NIKKEI225,^N225,17095.59961,Yahoo Finance via yfinance
1998-03-04,SP500,^GSPC,1047.329956,Yahoo Finance via yfinance
1998-03-04,VIX,^VIX,19.57999992,Yahoo Finance via yfinance
1998-03-05,DAX,^GDAXI,4676.419922,Yahoo Finance via yfinance
1998-03-05,DOW,^DJI,8444.330078,Yahoo Finance via yfinance
1998-03-05,FTSE100,^FTSE,5695.600098,Yahoo Finance via yfinance
1998-03-05,HANGSENG,^HSI,10803.7002,Yahoo Finance via yfinance
1998-03-05,NASDAQ,^IXIC,1711.920044,Yahoo Finance via yfinance
1998-03-05,NIKKEI225,^N225,16848.55078,Yahoo Finance via yfinance
1998-03-05,SP500,^GSPC,1035.050049,Yahoo Finance via yfinance
1998-03-05,VIX,^VIX,20.93000031,Yahoo Finance via yfinance
1998-03-06,DAX,^GDAXI,4762.709961,Yahoo Finance via yfinance
1998-03-06,DOW,^DJI,8569.389648,Yahoo Finance via yfinance
1998-03-06,FTSE100,^FTSE,5782.899902,Yahoo Finance via yfinance
1998-03-06,HANGSENG,^HSI,10919.5,Yahoo Finance via yfinance
1998-03-06,NASDAQ,^IXIC,1753.48999,Yahoo Finance via yfinance
1998-03-06,NIKKEI225,^N225,17131.9707,Yahoo Finance via yfinance
1998-03-06,SP500,^GSPC,1055.689941,Yahoo Finance via yfinance
1998-03-06,VIX,^VIX,19.13999939,Yahoo Finance via yfinance
1998-03-09,DAX,^GDAXI,4828.890137,Yahoo Finance via yfinance
1998-03-09,DOW,^DJI,8567.139648,Yahoo Finance via yfinance
1998-03-09,FTSE100,^FTSE,5818.899902,Yahoo Finance via yfinance
1998-03-09,HANGSENG,^HSI,10994.09961,Yahoo Finance via yfinance
1998-03-09,NASDAQ,^IXIC,1725.160034,Yahoo Finance via yfinance
1998-03-09,NIKKEI225,^N225,16972.5293,Yahoo Finance via yfinance
1998-03-09,SP500,^GSPC,1052.310059,Yahoo Finance via yfinance
1998-03-09,VIX,^VIX,20.22999954,Yahoo Finance via yfinance
1998-03-10,DAX,^GDAXI,4852.220215,Yahoo Finance via yfinance
1998-03-10,DOW,^DJI,8643.120117,Yahoo Finance via yfinance
1998-03-10,FTSE100,^FTSE,5828.5,Yahoo Finance via yfinance
1998-03-10,HANGSENG,^HSI,10898.59961,Yahoo Finance via yfinance
1998-03-10,NASDAQ,^IXIC,1748.51001,Yahoo Finance via yfinance
1998-03-10,NIKKEI225,^N225,16982.82031,Yahoo Finance via yfinance
1998-03-10,SP500,^GSPC,1064.25,Yahoo Finance via yfinance
1998-03-10,VIX,^VIX,19.43000031,Yahoo Finance via yfinance
1998-03-11,DAX,^GDAXI,4862.410156,Yahoo Finance via yfinance
1998-03-11,DOW,^DJI,8675.75,Yahoo Finance via yfinance
1998-03-11,FTSE100,^FTSE,5829.799805,Yahoo Finance via yfinance
1998-03-11,HANGSENG,^HSI,11118.90039,Yahoo Finance via yfinance
1998-03-11,NASDAQ,^IXIC,1756.849976,Yahoo Finance via yfinance
1998-03-11,NIKKEI225,^N225,16756.14062,Yahoo Finance via yfinance
1998-03-11,SP500,^GSPC,1068.469971,Yahoo Finance via yfinance
1998-03-11,VIX,^VIX,18.88999939,Yahoo Finance via yfinance
1998-03-12,DAX,^GDAXI,4838.669922,Yahoo Finance via yfinance
1998-03-12,DOW,^DJI,8659.55957,Yahoo Finance via yfinance
1998-03-12,FTSE100,^FTSE,5794.799805,Yahoo Finance via yfinance
1998-03-12,HANGSENG,^HSI,10902.5,Yahoo Finance via yfinance
1998-03-12,NASDAQ,^IXIC,1764.060059,Yahoo Finance via yfinance
1998-03-12,NIKKEI225,^N225,16575.2207,Yahoo Finance via yfinance
1998-03-12,SP500,^GSPC,1069.920044,Yahoo Finance via yfinance
1998-03-12,VIX,^VIX,18.25,Yahoo Finance via yfinance
1998-03-13,DAX,^GDAXI,4872.240234,Yahoo Finance via yfinance
1998-03-13,DOW,^DJI,8602.519531,Yahoo Finance via yfinance
1998-03-13,FTSE100,^FTSE,5782.299805,Yahoo Finance via yfinance
1998-03-13,HANGSENG,^HSI,11057,Yahoo Finance via yfinance
1998-03-13,NASDAQ,^IXIC,1771.660034,Yahoo Finance via yfinance
1998-03-13,NIKKEI225,^N225,17060.14062,Yahoo Finance via yfinance
1998-03-13,SP500,^GSPC,1068.609985,Yahoo Finance via yfinance
1998-03-13,VIX,^VIX,18.70999908,Yahoo Finance via yfinance
1998-03-16,DAX,^GDAXI,4905.589844,Yahoo Finance via yfinance
1998-03-16,DOW,^DJI,8718.849609,Yahoo Finance via yfinance
1998-03-16,FTSE100,^FTSE,5785.100098,Yahoo Finance via yfinance
1998-03-16,HANGSENG,^HSI,11181.5,Yahoo Finance via yfinance
1998-03-16,NASDAQ,^IXIC,1788.180054,Yahoo Finance via yfinance
1998-03-16,NIKKEI225,^N225,16861.14062,Yahoo Finance via yfinance
1998-03-16,SP500,^GSPC,1079.27002,Yahoo Finance via yfinance
1998-03-16,VIX,^VIX,18.51000023,Yahoo Finance via yfinance
1998-03-17,DAX,^GDAXI,4945.910156,Yahoo Finance via yfinance
1998-03-17,DOW,^DJI,8749.990234,Yahoo Finance via yfinance
1998-03-17,FTSE100,^FTSE,5834.899902,Yahoo Finance via yfinance
1998-03-17,HANGSENG,^HSI,11255.5,Yahoo Finance via yfinance
1998-03-17,NASDAQ,^IXIC,1779.300049,Yahoo Finance via yfinance
1998-03-17,NIKKEI225,^N225,16997.19922,Yahoo Finance via yfinance
1998-03-17,SP500,^GSPC,1080.449951,Yahoo Finance via yfinance
1998-03-17,VIX,^VIX,18.65999985,Yahoo Finance via yfinance
1998-03-18,DAX,^GDAXI,4908.549805,Yahoo Finance via yfinance
1998-03-18,DOW,^DJI,8775.400391,Yahoo Finance via yfinance
1998-03-18,FTSE100,^FTSE,5903.600098,Yahoo Finance via yfinance
1998-03-18,HANGSENG,^HSI,11121.7002,Yahoo Finance via yfinance
1998-03-18,NASDAQ,^IXIC,1788.280029,Yahoo Finance via yfinance
1998-03-18,NIKKEI225,^N225,16619.67969,Yahoo Finance via yfinance
1998-03-18,SP500,^GSPC,1085.52002,Yahoo Finance via yfinance
1998-03-18,VIX,^VIX,18.29000092,Yahoo Finance via yfinance
1998-03-19,DAX,^GDAXI,4949.910156,Yahoo Finance via yfinance
1998-03-19,DOW,^DJI,8803.049805,Yahoo Finance via yfinance
1998-03-19,FTSE100,^FTSE,5997.899902,Yahoo Finance via yfinance
1998-03-19,HANGSENG,^HSI,11445,Yahoo Finance via yfinance
1998-03-19,NASDAQ,^IXIC,1799.97998,Yahoo Finance via yfinance
1998-03-19,NIKKEI225,^N225,16679.01953,Yahoo Finance via yfinance
1998-03-19,SP500,^GSPC,1089.73999,Yahoo Finance via yfinance
1998-03-19,VIX,^VIX,17.76000023,Yahoo Finance via yfinance
1998-03-20,DAX,^GDAXI,5045.160156,Yahoo Finance via yfinance
1998-03-20,DOW,^DJI,8906.429688,Yahoo Finance via yfinance
1998-03-20,FTSE100,^FTSE,5956.299805,Yahoo Finance via yfinance
1998-03-20,HANGSENG,^HSI,11564.2002,Yahoo Finance via yfinance
1998-03-20,NASDAQ,^IXIC,1789.160034,Yahoo Finance via yfinance
1998-03-20,NIKKEI225,^N225,16830.4707,Yahoo Finance via yfinance
1998-03-20,SP500,^GSPC,1099.160034,Yahoo Finance via yfinance
1998-03-20,VIX,^VIX,18.69000053,Yahoo Finance via yfinance
1998-03-23,DAX,^GDAXI,5014.129883,Yahoo Finance via yfinance
1998-03-23,DOW,^DJI,8816.25,Yahoo Finance via yfinance
1998-03-23,FTSE100,^FTSE,5947,Yahoo Finance via yfinance
1998-03-23,HANGSENG,^HSI,11594.2998,Yahoo Finance via yfinance
1998-03-23,NASDAQ,^IXIC,1792.51001,Yahoo Finance via yfinance
1998-03-23,NIKKEI225,^N225,16868.83008,Yahoo Finance via yfinance
1998-03-23,SP500,^GSPC,1095.550049,Yahoo Finance via yfinance
1998-03-23,VIX,^VIX,19.97999954,Yahoo Finance via yfinance
1998-03-24,DAX,^GDAXI,5064.350098,Yahoo Finance via yfinance
1998-03-24,DOW,^DJI,8904.44043,Yahoo Finance via yfinance
1998-03-24,FTSE100,^FTSE,5983.700195,Yahoo Finance via yfinance
1998-03-24,HANGSENG,^HSI,11645.40039,Yahoo Finance via yfinance
1998-03-24,NASDAQ,^IXIC,1812.439941,Yahoo Finance via yfinance
1998-03-24,NIKKEI225,^N225,16606.39062,Yahoo Finance via yfinance
1998-03-24,SP500,^GSPC,1105.650024,Yahoo Finance via yfinance
1998-03-24,VIX,^VIX,20.51000023,Yahoo Finance via yfinance
1998-03-25,DAX,^GDAXI,5114.129883,Yahoo Finance via yfinance
1998-03-25,DOW,^DJI,8872.799805,Yahoo Finance via yfinance
1998-03-25,FTSE100,^FTSE,5967.899902,Yahoo Finance via yfinance
1998-03-25,HANGSENG,^HSI,11810.59961,Yahoo Finance via yfinance
1998-03-25,NASDAQ,^IXIC,1824.51001,Yahoo Finance via yfinance
1998-03-25,NIKKEI225,^N225,16658.33984,Yahoo Finance via yfinance
1998-03-25,SP500,^GSPC,1101.930054,Yahoo Finance via yfinance
1998-03-25,VIX,^VIX,22.54000092,Yahoo Finance via yfinance
1998-03-26,DAX,^GDAXI,5029,Yahoo Finance via yfinance
1998-03-26,DOW,^DJI,8846.889648,Yahoo Finance via yfinance
1998-03-26,FTSE100,^FTSE,5905.600098,Yahoo Finance via yfinance
1998-03-26,HANGSENG,^HSI,11757.90039,Yahoo Finance via yfinance
1998-03-26,NASDAQ,^IXIC,1828.540039,Yahoo Finance via yfinance
1998-03-26,NIKKEI225,^N225,16980.61914,Yahoo Finance via yfinance
1998-03-26,SP500,^GSPC,1100.800049,Yahoo Finance via yfinance
1998-03-26,VIX,^VIX,22.80999947,Yahoo Finance via yfinance
1998-03-27,DAX,^GDAXI,5066.899902,Yahoo Finance via yfinance
1998-03-27,DOW,^DJI,8796.080078,Yahoo Finance via yfinance
1998-03-27,FTSE100,^FTSE,5939.299805,Yahoo Finance via yfinance
1998-03-27,HANGSENG,^HSI,11735.5,Yahoo Finance via yfinance
1998-03-27,NASDAQ,^IXIC,1823.619995,Yahoo Finance via yfinance
1998-03-27,NIKKEI225,^N225,16739.25977,Yahoo Finance via yfinance
1998-03-27,SP500,^GSPC,1095.439941,Yahoo Finance via yfinance
1998-03-27,VIX,^VIX,23.46999931,Yahoo Finance via yfinance
1998-03-30,DAX,^GDAXI,5069.890137,Yahoo Finance via yfinance
1998-03-30,DOW,^DJI,8782.120117,Yahoo Finance via yfinance
1998-03-30,FTSE100,^FTSE,5911.899902,Yahoo Finance via yfinance
1998-03-30,HANGSENG,^HSI,11503.7998,Yahoo Finance via yfinance
1998-03-30,NASDAQ,^IXIC,1818.699951,Yahoo Finance via yfinance
1998-03-30,NIKKEI225,^N225,16263.04004,Yahoo Finance via yfinance
1998-03-30,SP500,^GSPC,1093.599976,Yahoo Finance via yfinance
1998-03-30,VIX,^VIX,24.65999985,Yahoo Finance via yfinance
1998-03-31,DAX,^GDAXI,5097.25,Yahoo Finance via yfinance
1998-03-31,DOW,^DJI,8799.80957,Yahoo Finance via yfinance
1998-03-31,FTSE100,^FTSE,5932.200195,Yahoo Finance via yfinance
1998-03-31,HANGSENG,^HSI,11518.7002,Yahoo Finance via yfinance
1998-03-31,NASDAQ,^IXIC,1835.680054,Yahoo Finance via yfinance
1998-03-31,NIKKEI225,^N225,16527.16992,Yahoo Finance via yfinance
1998-03-31,SP500,^GSPC,1101.75,Yahoo Finance via yfinance
1998-03-31,VIX,^VIX,24.21999931,Yahoo Finance via yfinance
1998-04-01,DAX,^GDAXI,5135.350098,Yahoo Finance via yfinance
1998-04-01,DOW,^DJI,8868.320312,Yahoo Finance via yfinance
1998-04-01,FTSE100,^FTSE,6017.600098,Yahoo Finance via yfinance
1998-04-01,HANGSENG,^HSI,11331.40039,Yahoo Finance via yfinance
1998-04-01,NASDAQ,^IXIC,1847.660034,Yahoo Finance via yfinance
1998-04-01,NIKKEI225,^N225,16241.66016,Yahoo Finance via yfinance
1998-04-01,SP500,^GSPC,1108.150024,Yahoo Finance via yfinance
1998-04-01,VIX,^VIX,23.37000084,Yahoo Finance via yfinance
1998-04-02,DAX,^GDAXI,5179.040039,Yahoo Finance via yfinance
1998-04-02,DOW,^DJI,8986.639648,Yahoo Finance via yfinance
1998-04-02,FTSE100,^FTSE,6052.799805,Yahoo Finance via yfinance
1998-04-02,HANGSENG,^HSI,11189.7002,Yahoo Finance via yfinance
1998-04-02,NASDAQ,^IXIC,1852.959961,Yahoo Finance via yfinance
1998-04-02,NIKKEI225,^N225,15702.90039,Yahoo Finance via yfinance
1998-04-02,SP500,^GSPC,1120.01001,Yahoo Finance via yfinance
1998-04-02,VIX,^VIX,21.97999954,Yahoo Finance via yfinance
1998-04-03,DAX,^GDAXI,5254.319824,Yahoo Finance via yfinance
1998-04-03,DOW,^DJI,8983.410156,Yahoo Finance via yfinance
1998-04-03,FTSE100,^FTSE,6064.200195,Yahoo Finance via yfinance
1998-04-03,HANGSENG,^HSI,11052.7002,Yahoo Finance via yfinance
1998-04-03,NASDAQ,^IXIC,1855.400024,Yahoo Finance via yfinance
1998-04-03,NIKKEI225,^N225,15517.78027,Yahoo Finance via yfinance
1998-04-03,SP500,^GSPC,1122.699951,Yahoo Finance via yfinance
1998-04-03,VIX,^VIX,21.81999969,Yahoo Finance via yfinance
1998-04-06,DAX,^GDAXI,5345.890137,Yahoo Finance via yfinance
1998-04-06,DOW,^DJI,9033.230469,Yahoo Finance via yfinance
1998-04-06,FTSE100,^FTSE,6105.799805,Yahoo Finance via yfinance
1998-04-06,NASDAQ,^IXIC,1829.140015,Yahoo Finance via yfinance
1998-04-06,NIKKEI225,^N225,15705.99023,Yahoo Finance via yfinance
1998-04-06,SP500,^GSPC,1121.380005,Yahoo Finance via yfinance
1998-04-06,VIX,^VIX,22.46999931,Yahoo Finance via yfinance
1998-04-07,DAX,^GDAXI,5309.669922,Yahoo Finance via yfinance
1998-04-07,DOW,^DJI,8956.5,Yahoo Finance via yfinance
1998-04-07,FTSE100,^FTSE,6094,Yahoo Finance via yfinance
1998-04-07,HANGSENG,^HSI,11049.40039,Yahoo Finance via yfinance
1998-04-07,NASDAQ,^IXIC,1798.709961,Yahoo Finance via yfinance
1998-04-07,NIKKEI225,^N225,15978.71973,Yahoo Finance via yfinance
1998-04-07,SP500,^GSPC,1109.550049,Yahoo Finance via yfinance
1998-04-07,VIX,^VIX,23.65999985,Yahoo Finance via yfinance
1998-04-08,DAX,^GDAXI,5267.350098,Yahoo Finance via yfinance
1998-04-08,DOW,^DJI,8891.480469,Yahoo Finance via yfinance
1998-04-08,FTSE100,^FTSE,6055.200195,Yahoo Finance via yfinance
1998-04-08,HANGSENG,^HSI,11314.5,Yahoo Finance via yfinance
1998-04-08,NASDAQ,^IXIC,1807.01001,Yahoo Finance via yfinance
1998-04-08,NIKKEI225,^N225,16376.62012,Yahoo Finance via yfinance
1998-04-08,SP500,^GSPC,1101.650024,Yahoo Finance via yfinance
1998-04-08,VIX,^VIX,23.17000008,Yahoo Finance via yfinance
1998-04-09,DAX,^GDAXI,5312.25,Yahoo Finance via yfinance
1998-04-09,DOW,^DJI,8994.860352,Yahoo Finance via yfinance
1998-04-09,FTSE100,^FTSE,6105.5,Yahoo Finance via yfinance
1998-04-09,HANGSENG,^HSI,11342,Yahoo Finance via yfinance
1998-04-09,NASDAQ,^IXIC,1820.23999,Yahoo Finance via yfinance
1998-04-09,NIKKEI225,^N225,16536.66016,Yahoo Finance via yfinance
1998-04-09,SP500,^GSPC,1110.670044,Yahoo Finance via yfinance
1998-04-09,VIX,^VIX,21.51000023,Yahoo Finance via yfinance
1998-04-10,NIKKEI225,^N225,16481.11914,Yahoo Finance via yfinance
1998-04-13,DOW,^DJI,9012.299805,Yahoo Finance via yfinance
1998-04-13,NASDAQ,^IXIC,1824.949951,Yahoo Finance via yfinance
1998-04-13,NIKKEI225,^N225,16317.58008,Yahoo Finance via yfinance
1998-04-13,SP500,^GSPC,1109.689941,Yahoo Finance via yfinance
1998-04-13,VIX,^VIX,22.77000046,Yahoo Finance via yfinance
1998-04-14,DAX,^GDAXI,5367.97998,Yahoo Finance via yfinance
1998-04-14,DOW,^DJI,9110.200195,Yahoo Finance via yfinance
1998-04-14,FTSE100,^FTSE,6104.100098,Yahoo Finance via yfinance
1998-04-14,HANGSENG,^HSI,11420.2998,Yahoo Finance via yfinance
1998-04-14,NASDAQ,^IXIC,1843.030029,Yahoo Finance via yfinance
1998-04-14,NIKKEI225,^N225,16277.32031,Yahoo Finance via yfinance
1998-04-14,SP500,^GSPC,1115.75,Yahoo Finance via yfinance
1998-04-14,VIX,^VIX,21.61000061,Yahoo Finance via yfinance
1998-04-15,DAX,^GDAXI,5359.240234,Yahoo Finance via yfinance
1998-04-15,DOW,^DJI,9162.269531,Yahoo Finance via yfinance
1998-04-15,FTSE100,^FTSE,6074.100098,Yahoo Finance via yfinance
1998-04-15,HANGSENG,^HSI,11371.09961,Yahoo Finance via yfinance
1998-04-15,NASDAQ,^IXIC,1863.26001,Yahoo Finance via yfinance
1998-04-15,NIKKEI225,^N225,16299.2998,Yahoo Finance via yfinance
1998-04-15,SP500,^GSPC,1119.319946,Yahoo Finance via yfinance
1998-04-15,VIX,^VIX,20.88999939,Yahoo Finance via yfinance
1998-04-16,DAX,^GDAXI,5292.970215,Yahoo Finance via yfinance
1998-04-16,DOW,^DJI,9076.570312,Yahoo Finance via yfinance
1998-04-16,FTSE100,^FTSE,6002,Yahoo Finance via yfinance
1998-04-16,HANGSENG,^HSI,11187.7998,Yahoo Finance via yfinance
1998-04-16,NASDAQ,^IXIC,1858.23999,Yahoo Finance via yfinance
1998-04-16,NIKKEI225,^N225,15883.76953,Yahoo Finance via yfinance
1998-04-16,SP500,^GSPC,1108.170044,Yahoo Finance via yfinance
1998-04-16,VIX,^VIX,22.05999947,Yahoo Finance via yfinance
1998-04-17,DAX,^GDAXI,5326.629883,Yahoo Finance via yfinance
1998-04-17,DOW,^DJI,9167.5,Yahoo Finance via yfinance
1998-04-17,FTSE100,^FTSE,5922.200195,Yahoo Finance via yfinance
1998-04-17,HANGSENG,^HSI,11001.2998,Yahoo Finance via yfinance
1998-04-17,NASDAQ,^IXIC,1866.599976,Yahoo Finance via yfinance
1998-04-17,NIKKEI225,^N225,15703.7998,Yahoo Finance via yfinance
1998-04-17,SP500,^GSPC,1122.719971,Yahoo Finance via yfinance
1998-04-17,VIX,^VIX,20.76000023,Yahoo Finance via yfinance
1998-04-20,DAX,^GDAXI,5407.930176,Yahoo Finance via yfinance
1998-04-20,DOW,^DJI,9141.839844,Yahoo Finance via yfinance
1998-04-20,FTSE100,^FTSE,5954.100098,Yahoo Finance via yfinance
1998-04-20,HANGSENG,^HSI,11151.59961,Yahoo Finance via yfinance
1998-04-20,NASDAQ,^IXIC,1887.140015,Yahoo Finance via yfinance
1998-04-20,NIKKEI225,^N225,15697.09961,Yahoo Finance via yfinance
1998-04-20,SP500,^GSPC,1123.650024,Yahoo Finance via yfinance
1998-04-20,VIX,^VIX,20.38999939,Yahoo Finance via yfinance
1998-04-21,DAX,^GDAXI,5373.799805,Yahoo Finance via yfinance
1998-04-21,DOW,^DJI,9184.94043,Yahoo Finance via yfinance
1998-04-21,FTSE100,^FTSE,5955,Yahoo Finance via yfinance
1998-04-21,HANGSENG,^HSI,10968.2998,Yahoo Finance via yfinance
1998-04-21,NASDAQ,^IXIC,1903.869995,Yahoo Finance via yfinance
1998-04-21,NIKKEI225,^N225,15825.66992,Yahoo Finance via yfinance
1998-04-21,SP500,^GSPC,1126.670044,Yahoo Finance via yfinance
1998-04-21,VIX,^VIX,19.90999985,Yahoo Finance via yfinance
1998-04-22,DAX,^GDAXI,5312.279785,Yahoo Finance via yfinance
1998-04-22,DOW,^DJI,9176.719727,Yahoo Finance via yfinance
1998-04-22,FTSE100,^FTSE,5931.200195,Yahoo Finance via yfinance
1998-04-22,HANGSENG,^HSI,10977.5,Yahoo Finance via yfinance
1998-04-22,NASDAQ,^IXIC,1917.609985,Yahoo Finance via yfinance
1998-04-22,NIKKEI225,^N225,15761.54004,Yahoo Finance via yfinance
1998-04-22,SP500,^GSPC,1130.540039,Yahoo Finance via yfinance
1998-04-22,VIX,^VIX,19.44000053,Yahoo Finance via yfinance
1998-04-23,DAX,^GDAXI,5262.569824,Yahoo Finance via yfinance
1998-04-23,DOW,^DJI,9143.330078,Yahoo Finance via yfinance
1998-04-23,FTSE100,^FTSE,5898.100098,Yahoo Finance via yfinance
1998-04-23,HANGSENG,^HSI,10918.90039,Yahoo Finance via yfinance
1998-04-23,NASDAQ,^IXIC,1881.390015,Yahoo Finance via yfinance
1998-04-23,NIKKEI225,^N225,15761.69043,Yahoo Finance via yfinance
1998-04-23,SP500,^GSPC,1119.579956,Yahoo Finance via yfinance
1998-04-23,VIX,^VIX,20.60000038,Yahoo Finance via yfinance
1998-04-24,DAX,^GDAXI,5144.419922,Yahoo Finance via yfinance
1998-04-24,DOW,^DJI,9064.620117,Yahoo Finance via yfinance
1998-04-24,FTSE100,^FTSE,5863.899902,Yahoo Finance via yfinance
1998-04-24,HANGSENG,^HSI,10879.90039,Yahoo Finance via yfinance
1998-04-24,NASDAQ,^IXIC,1868.959961,Yahoo Finance via yfinance
1998-04-24,NIKKEI225,^N225,16011.24023,Yahoo Finance via yfinance
1998-04-24,SP500,^GSPC,1107.900024,Yahoo Finance via yfinance
1998-04-24,VIX,^VIX,21.96999931,Yahoo Finance via yfinance
1998-04-27,DAX,^GDAXI,5002.709961,Yahoo Finance via yfinance
1998-04-27,DOW,^DJI,8917.639648,Yahoo Finance via yfinance
1998-04-27,FTSE100,^FTSE,5722.399902,Yahoo Finance via yfinance
1998-04-27,HANGSENG,^HSI,10593.7002,Yahoo Finance via yfinance
1998-04-27,NASDAQ,^IXIC,1820.310059,Yahoo Finance via yfinance
1998-04-27,NIKKEI225,^N225,15649.9502,Yahoo Finance via yfinance
1998-04-27,SP500,^GSPC,1086.540039,Yahoo Finance via yfinance
1998-04-27,VIX,^VIX,26.09000015,Yahoo Finance via yfinance
1998-04-28,DAX,^GDAXI,5110.879883,Yahoo Finance via yfinance
1998-04-28,DOW,^DJI,8898.959961,Yahoo Finance via yfinance
1998-04-28,FTSE100,^FTSE,5806.600098,Yahoo Finance via yfinance
1998-04-28,HANGSENG,^HSI,10678.61035,Yahoo Finance via yfinance
1998-04-28,NASDAQ,^IXIC,1831.77002,Yahoo Finance via yfinance
1998-04-28,NIKKEI225,^N225,15395.42969,Yahoo Finance via yfinance
1998-04-28,SP500,^GSPC,1085.109985,Yahoo Finance via yfinance
1998-04-28,VIX,^VIX,24.17000008,Yahoo Finance via yfinance
1998-04-29,DAX,^GDAXI,5083.799805,Yahoo Finance via yfinance
1998-04-29,DOW,^DJI,8951.519531,Yahoo Finance via yfinance
1998-04-29,FTSE100,^FTSE,5833.100098,Yahoo Finance via yfinance
1998-04-29,HANGSENG,^HSI,10471.15039,Yahoo Finance via yfinance
1998-04-29,NASDAQ,^IXIC,1851.640015,Yahoo Finance via yfinance
1998-04-29,SP500,^GSPC,1094.619995,Yahoo Finance via yfinance
1998-04-29,VIX,^VIX,22.78000069,Yahoo Finance via yfinance
1998-04-30,DAX,^GDAXI,5241.22998,Yahoo Finance via yfinance
1998-04-30,DOW,^DJI,9063.370117,Yahoo Finance via yfinance
1998-04-30,FTSE100,^FTSE,5928.399902,Yahoo Finance via yfinance
1998-04-30,HANGSENG,^HSI,10383.67969,Yahoo Finance via yfinance
1998-04-30,NASDAQ,^IXIC,1868.410034,Yahoo Finance via yfinance
1998-04-30,NIKKEI225,^N225,15641.25977,Yahoo Finance via yfinance
1998-04-30,SP500,^GSPC,1111.75,Yahoo Finance via yfinance
1998-04-30,VIX,^VIX,21.18000031,Yahoo Finance via yfinance
1998-05-01,DOW,^DJI,9147.070312,Yahoo Finance via yfinance
1998-05-01,FTSE100,^FTSE,6010.299805,Yahoo Finance via yfinance
1998-05-01,HANGSENG,^HSI,10563.67969,Yahoo Finance via yfinance
1998-05-01,NASDAQ,^IXIC,1873.439941,Yahoo Finance via yfinance
1998-05-01,NIKKEI225,^N225,15601.09961,Yahoo Finance via yfinance
1998-05-01,SP500,^GSPC,1121,Yahoo Finance via yfinance
1998-05-01,VIX,^VIX,19.34000015,Yahoo Finance via yfinance
1998-05-04,DAX,^GDAXI,5337.75,Yahoo Finance via yfinance
1998-05-04,DOW,^DJI,9192.660156,Yahoo Finance via yfinance
1998-05-04,HANGSENG,^HSI,10439.41992,Yahoo Finance via yfinance
1998-05-04,NASDAQ,^IXIC,1878.859985,Yahoo Finance via yfinance
1998-05-04,SP500,^GSPC,1122.069946,Yahoo Finance via yfinance
1998-05-04,VIX,^VIX,20.31999969,Yahoo Finance via yfinance
1998-05-05,DAX,^GDAXI,5226.200195,Yahoo Finance via yfinance
1998-05-05,DOW,^DJI,9147.570312,Yahoo Finance via yfinance
1998-05-05,FTSE100,^FTSE,5986.5,Yahoo Finance via yfinance
1998-05-05,HANGSENG,^HSI,10153.66016,Yahoo Finance via yfinance
1998-05-05,NASDAQ,^IXIC,1864.910034,Yahoo Finance via yfinance
1998-05-05,SP500,^GSPC,1115.5,Yahoo Finance via yfinance
1998-05-05,VIX,^VIX,21.45999908,Yahoo Finance via yfinance
1998-05-06,DAX,^GDAXI,5264.620117,Yahoo Finance via yfinance
1998-05-06,DOW,^DJI,9054.650391,Yahoo Finance via yfinance
1998-05-06,FTSE100,^FTSE,5992.399902,Yahoo Finance via yfinance
1998-05-06,HANGSENG,^HSI,10109.13965,Yahoo Finance via yfinance
1998-05-06,NASDAQ,^IXIC,1856.680054,Yahoo Finance via yfinance
1998-05-06,NIKKEI225,^N225,15243.83984,Yahoo Finance via yfinance
1998-05-06,SP500,^GSPC,1104.920044,Yahoo Finance via yfinance
1998-05-06,VIX,^VIX,22.79000092,Yahoo Finance via yfinance
1998-05-07,DAX,^GDAXI,5164.890137,Yahoo Finance via yfinance
1998-05-07,DOW,^DJI,8976.679688,Yahoo Finance via yfinance
1998-05-07,FTSE100,^FTSE,5938,Yahoo Finance via yfinance
1998-05-07,HANGSENG,^HSI,9971.929688,Yahoo Finance via yfinance
1998-05-07,NASDAQ,^IXIC,1835.140015,Yahoo Finance via yfinance
1998-05-07,NIKKEI225,^N225,15143.03027,Yahoo Finance via yfinance
1998-05-07,SP500,^GSPC,1095.140015,Yahoo Finance via yfinance
1998-05-07,VIX,^VIX,23.38999939,Yahoo Finance via yfinance
1998-05-08,DAX,^GDAXI,5270.609863,Yahoo Finance via yfinance
1998-05-08,DOW,^DJI,9055.150391,Yahoo Finance via yfinance
1998-05-08,FTSE100,^FTSE,5969.799805,Yahoo Finance via yfinance
1998-05-08,HANGSENG,^HSI,10060.37988,Yahoo Finance via yfinance
1998-05-08,NASDAQ,^IXIC,1864.369995,Yahoo Finance via yfinance
1998-05-08,NIKKEI225,^N225,15149,Yahoo Finance via yfinance
1998-05-08,SP500,^GSPC,1108.140015,Yahoo Finance via yfinance
1998-05-08,VIX,^VIX,20.56999969,Yahoo Finance via yfinance
1998-05-11,DAX,^GDAXI,5348.75,Yahoo Finance via yfinance
1998-05-11,DOW,^DJI,9091.519531,Yahoo Finance via yfinance
1998-05-11,FTSE100,^FTSE,6028.299805,Yahoo Finance via yfinance
1998-05-11,HANGSENG,^HSI,10096.37012,Yahoo Finance via yfinance
